Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.60490103,5.361746593,4.751682079,5.248370483,3.625023063,4.180609921,4.000543404,3.675153581,6.306959748,5.300139907,4.485036456,3.676300973,5.515947182,3.55262483,-1.5827122,3.801210588,2.993838261,3.552383122,3.125276098,1.128687868,0.578960627,1.974348955,0.689995895,0.948111517,1.054121301,1.759954642,1.9774927,4.153395783,3.780015355,2.401647822,0.489793535,1.095401359,-1.058288111,1.978009422,1.738505551,1.054560163,1.97492975,3.20752635,2.890692418,3.214280673,1.24418882,0.402714806,0.111081739,2.075364595,0.89976454,1.737540033,1.792982211,-0.303759657,-3.371737206,1.447008132,1.699612965,-0.17120673,0.05991638,0.479077572,0.754024352,0.829056665,1.994998447,1.585878806,1.620358453,-8.050310081
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.140593352,0.320306472,1.238934399,1.325791888,4.735648969,1.333594536,5.523031141,-2.531710675,5.516749966,-3.876026639,-6.201231594,3.104301119,1.785508638,5.189190234,2.391633294,0.681339667,1.690882858,-2.827454617,2.512008711,0.640548868,-0.960209391,-1.566869624,1.66055815,2.314039053,2.657908896,-2.860302471,-4.967408213,-3.689665114,3.236354581,-0.316499162,1.534322533,-0.837259216,0.159040443,
Gabon,GAB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,13.66159006,6.295039129,4.803517135,3.096761482,6.61375568,2.629581715,2.060300446,0.387284363,5.859857725,6.526657014,8.185945783,9.317195851,8.199760411,36.88849182,16.83424656,32.78322598,-14.50375879,-25.78468365,-1.894324598,0.075435195,2.504268179,-5.537676066,2.897643177,4.696584358,-4.929588515,-3.481153283,-19.40438289,9.755542397,5.579131373,2.33623867,3.253359367,-5.67950441,1.201346607,1.016767847,2.293845985,1.018650138,3.108369486,0.937098804,-11.13491889,-4.223428104,-0.271911474,-2.595249372,-0.203297917,-1.827494702,-0.038249644,-5.497409724,2.954273423,-6.235720923,-3.085416602,3.448828772,3.24685306,1.338142101,1.720683274,0.619753592,0.471417196,-0.969040474,-2.297541168,-1.748600239,1.39471442,-3.680303895
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.899261982,0.248518863,4.09246874,4.849644927,1.488048483,1.014665361,2.234412369,4.929076844,1.501172983,2.969468005,3.073314202,3.968556117,6.318245024,-2.545877181,-1.466335253,2.93558915,2.491437836,4.198675366,3.655965787,-2.148387262,-0.822285224,2.031455553,4.186321396,2.107380161,3.91131913,2.911710297,5.168872206,5.497880636,2.310928726,0.433081158,-1.408485797,0.129933072,2.244410544,3.581967475,2.260783662,2.23097214,4.705275518,3.406000193,2.951382816,3.137048707,2.335608835,1.747098159,2.841890949,1.705979789,2.251207625,1.941718415,1.566623873,-1.060538311,-4.836486606,1.277032008,0.487316783,0.72754308,1.504018213,2.107964421,1.555182753,0.954371856,1.051454353,0.640926666,0.80056042,-10.29885128
Georgia,GEO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,6.312988551,5.212909578,3.513144991,3.802346551,10.97508433,1.410043176,1.802464904,5.549076519,7.867551067,6.591379526,5.335256754,6.170393957,6.803758597,6.582675934,3.698496956,4.407430052,1.141571357,3.389253869,4.530536386,4.025674941,-8.98724497,0.449324461,4.515580134,-7.438647122,-14.76515732,-21.65309529,-45.32510667,-29.84129006,-9.009992894,6.528767015,15.31019682,14.12142425,5.687769083,5.007586678,3.838100069,6.443911043,6.424463063,11.81131435,6.451674622,10.28800429,10.04357676,13.16775225,2.730182663,-2.790940254,7.027385327,8.264988721,7.155378254,3.933646408,4.382901471,2.860094243,2.844902055,4.828569855,4.883854929,5.162618817,-6.004005115
Ghana,GHA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.211800647,0.816352044,1.142870963,-0.838096937,-1.446910345,-6.693059197,0.649745412,-1.910305846,3.539608091,7.016966468,2.428331635,-5.196480725,0.024487533,4.05166969,-14.50858733,-5.546926676,0.342947318,6.480479021,-4.455139227,-1.807378158,-5.987494016,-9.54246067,-7.392914922,5.388753414,1.984498413,2.152846597,1.80090274,2.636433454,2.110767246,0.392153057,2.276612652,0.919753728,1.898435176,0.462525125,1.344209241,1.916216594,1.598729447,2.14417664,1.873790719,1.190821343,1.483403716,1.973759262,2.645163469,3.00859053,3.267291707,3.716463051,1.68911797,6.37107282,2.211067138,5.249330591,11.31541078,6.733555675,4.847518049,0.525773635,-0.170049052,1.076960496,5.754348551,3.896614301,4.229181257,-1.702517011
Gibraltar,GIB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238987165,3.088904623,0.883850647,1.28904393,-0.254662033,0.486273929,2.285391526,1.269241828,1.895045602,1.744277171,2.459577655,1.024252541,1.312020999,0.189608638,1.486591648,3.094712681,-0.683348241,0.360763118,0.918509748,-0.96124504,4.452467487,1.773827012,-3.362002836,2.471781262,3.298362323,3.612712137,1.647934006,1.295929288,1.272744537,7.92853485,7.292111815,3.387515218,2.6933842,4.04316299
"Gambia, The",GMB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,-2.612148459,6.586090602,-0.433492645,3.142065705,-2.929880733,-2.672979981,6.019936092,2.677237434,8.910176705,3.920782395,0.041837385,2.790327546,-4.564609799,2.85443906,0.12771598,-3.768962627,7.385534471,-0.101448427,-4.762891748,-0.559957777,-2.461191074,-0.598332548,1.016194637,-0.772063191,-0.743981495,-0.123188881,-0.229660746,-2.89892644,-2.189363154,-0.895082544,1.716707286,0.356689186,3.151308199,2.250232431,2.504655437,-6.294780752,3.504378695,3.716660241,-5.33865336,-3.536144128,0.001805761,3.146012797,3.540486994,2.78270338,-10.86161369,2.099381776,-0.2017194,-4.346060998,0.973886804,-1.058018639,1.75610362,4.121817763,3.002766593,-2.853851425
Guinea-Bissau,GNB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-5.706319079,4.319002857,-0.741358996,2.973605018,6.674606135,4.340014942,-7.328488979,13.0667067,1.653297612,-16.70014237,16.36242331,2.065940112,-5.703337135,6.409420956,1.671861117,-3.057672602,0.619922111,2.325258336,3.793299328,3.762844137,2.754978359,-1.162172139,-0.157231549,0.981433984,2.242198658,9.391277729,4.462167937,-29.46196507,-0.927888633,3.30564338,0.040375274,-3.143850844,-1.691837615,0.399087996,1.828782902,-0.115545092,0.778358963,0.679283268,0.792691755,1.953241875,5.291510584,-4.283799432,0.544735071,-1.670703692,3.398630327,3.566521842,3.270713428,-1.210551693,1.964201464,-4.734913754
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-0.007349413,-5.075720494,-3.02575286,-6.101220549,6.31202125,-6.805590374,0.631793994,-0.462552264,-4.058315266,-4.704016641,-4.144935059,30.39961031,7.344881975,12.66005579,13.30752276,60.41984022,140.3670241,18.89061876,20.63780043,13.45250536,56.78893599,14.61346907,9.261755057,32.17060875,11.67424809,2.904220783,10.06409587,12.44132618,-3.237158524,-12.9827464,1.858554846,3.656596131,-8.160645827,-3.68833399,-12.7113392,-12.31359342,-9.167724698,-9.600231963,-9.23893173,-8.079632568
Greece,GRC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,12.30979498,-0.231362329,11.43081233,9.013661857,10.25106144,5.711672987,4.812395862,6.508586932,11.15673445,8.400822078,7.374326397,9.446392041,7.602607936,-6.78208577,5.373056173,5.205082839,1.610302334,5.865272124,2.002457274,-0.306899554,-2.432460677,-1.740252385,-1.65240215,1.503671141,2.112295712,0.185738003,-2.585124064,3.909777617,3.259729211,-1.052232898,1.869834751,-0.066299421,-2.177150695,1.490559307,1.623825017,2.409843195,3.970082029,3.320699507,2.678099397,3.495563637,3.591652702,3.542622862,5.542361227,4.801378594,0.304568248,5.335601529,3.010984003,-0.599389627,-4.552117473,-5.600777549,-10.01628094,-6.578538058,-2.033969318,1.371147996,0.246412269,-0.075115347,1.481339542,1.7652299,1.964026847,-8.196078341
Grenada,GRD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,6.659588329,6.199203761,-1.014056419,-0.234060464,1.30459292,0.515610949,0.989560813,4.409410648,6.948177339,9.929166035,4.329874497,5.045932728,4.664796289,1.244706278,-1.564449844,-3.029709476,0.556291554,1.17117752,3.696848675,4.432345171,11.25401173,6.474647127,4.4718151,-2.408242852,3.044078851,9.077703052,-0.974036142,12.93849632,-4.251491961,5.87626038,0.685259166,-6.904598969,-0.923352377,0.237495487,-1.767795656,1.670160948,6.62647792,5.760411235,3.114685032,3.867181416,3.603856291,1.47802919,-11.63863332
Greenland,GRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,11.14456573,3.759157601,5.280208863,4.638514055,0.443324334,5.746010905,9.483179544,6.44767947,4.01494748,7.377089859,-0.913783646,-5.347625298,2.265770795,-6.259164456,2.682173806,6.496777011,4.345640616,4.25465948,5.695173007,-12.19586644,0.066511142,-4.768523541,-4.855881783,5.35180564,3.170996427,1.348010103,1.28773187,7.565899781,1.377884445,6.911024645,0.999463557,-1.424258359,4.143053963,6.632323711,4.943236044,5.855030281,2.748781079,6.593978749,0.874906571,0.695314556,-0.470283635,1.536976945,-0.726861643,5.091927333,-2.214918882,4.547808581,0.493586865,3.492548261,,
Guatemala,GTM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.280592758,0.540717686,6.386339303,1.648960347,1.428942428,2.594207522,1.293633479,5.898810139,2.059376016,3.090046342,3.045655102,4.816581903,4.327516632,3.964515613,-0.325594655,5.009461909,5.410429224,2.608521672,2.24132628,1.203545013,-1.927105348,-6.073412238,-5.182241878,-2.219224885,-3.309301596,-2.586193265,0.716620871,1.055831837,1.113687529,0.321449601,0.907587443,2.122476905,1.309862393,1.474719158,2.405489384,0.513474287,1.931911658,2.542652473,1.415353686,1.117529149,-0.096568139,1.48038852,0.348007859,0.968363113,1.152934092,3.238219371,4.25714893,1.321659783,-1.395470656,1.01189486,2.28579517,1.16050889,1.888642581,2.653911909,2.346295146,0.989365749,1.415648841,1.681706931,2.258711898,-3.004903397
Guam,GUM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527535239,6.243879975,3.438180125,-3.800091091,0.591037617,1.913329816,0.315683902,2.130483334,-0.079646769,1.942337691,1.420992009,1.418773248,0.299915105,-0.492462435,0.07146292,-1.790398205,1.050762101,
Guyana,GUY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.587429555,-1.732014178,-14.57447717,8.696895912,8.161859744,3.229540941,2.562922481,-0.489196182,5.518210659,2.896747684,1.848075544,-4.42450736,0.140598201,6.544281876,7.319280618,0.425542677,-3.70152431,-2.788473693,-2.61076047,1.225841646,1.290897327,-13.13624285,-6.517652938,-4.571043263,3.034715283,-0.123826879,1.831327741,-2.819817117,-4.271369017,-2.770808095,5.891046039,7.164969528,7.379722455,7.85239366,4.700057884,8.02604044,6.576544842,-1.131658429,3.523518568,-0.973072906,2.487043655,1.18925012,-0.679299402,1.482317919,-2.006016522,5.104395194,7.170882264,1.55927348,3.752010446,3.542557288,4.975155647,4.913654436,3.121844918,1.141583271,0.154462663,3.27859702,3.218644306,3.932991867,4.84569979,42.78925938
High income,HIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.042865741,4.31171434,3.974278863,5.044585227,4.249296541,4.753880978,3.303271227,4.941043425,4.311938762,1.765948894,2.672085793,4.476069211,5.27535698,0.059303358,-1.013214473,4.266095241,3.159026346,3.399537556,3.229642755,0.421719054,1.070793302,-0.904104592,2.079021145,3.981049015,2.851350605,2.611898854,2.778074203,4.067024453,3.160542275,2.320375421,0.632014988,1.587023344,0.548824134,2.527230781,1.995849119,2.378894754,2.829701909,2.234363794,2.809389694,3.459436811,0.847100038,0.913647469,1.608489603,2.686551209,2.240982038,2.386461405,1.955795538,-0.430904715,-3.908973313,2.301144746,1.448008757,0.779448118,0.922999546,1.534789021,1.891253748,1.20430462,1.833119812,1.836039172,1.304971096,-4.965214447
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,9.550611488,11.84829159,6.034017382,11.66939914,0.897431575,-0.932054123,1.225005259,9.57968752,6.583489751,5.00417427,8.511445348,9.15592639,-0.771085471,-1.395473058,14.71395038,10.12426355,6.31715242,5.623210519,7.207041383,6.72492728,1.363822652,4.378946682,8.898128841,-0.319495059,9.681191158,12.26264714,7.603400261,1.222979412,3.497442252,4.829077786,5.346715856,4.392377134,3.674793728,0.366550226,-0.267979927,4.228324323,-6.665052589,1.532282723,6.718478978,-0.177491526,1.207464663,3.259892525,7.855590954,6.92005191,6.347375637,5.553520094,1.518772106,-2.668971775,5.986389842,4.112123308,0.58377083,2.687928447,2.043132352,1.519978171,1.538646571,3.017315978,2.027927692,-2.418395612,-5.760112706
Honduras,HND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.951192256,2.858241973,0.727095458,2.488523571,5.971434174,2.371645262,2.925212246,3.505002918,-2.275172907,0.60803919,0.966981296,2.680664789,4.713446054,-4.142048542,-0.914111042,7.173482383,7.036313883,2.740221111,2.395461389,-2.453217808,-4.207779557,-5.022455892,-2.115244623,3.166008851,2.510049393,2.247398804,3.540592334,-1.186573984,-0.209584948,-0.124952526,-6.036443707,3.119156541,3.539594255,-2.579254701,3.212493781,-1.004307444,1.641476782,0.680885925,-3.478046078,4.396736963,0.024209647,1.098739428,1.942219727,3.655901373,3.547847381,4.120046637,3.819035508,1.979591927,-4.464506794,1.652306417,1.837464552,2.200268026,0.947637134,1.250739368,2.04738682,2.123580991,3.083615218,2.128163573,0.98266168,-10.42150115
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-2.669719339,4.948436487,0.839674888,0.84024425,1.156028777,0.389123384,-0.698623765,1.877210162,2.163766519,1.753924428,1.798266254,-0.979267602,0.673177476,2.674044681,-0.826185866,1.224758555,1.140985916,-0.187918662,-1.919894787,-2.457464314,0.50259582,-1.976291056,-2.081949313,-1.415618055,-1.070148083,0.411482638,0.328178257,-1.693092535,-0.931353377,-3.178669623,-2.586639389,-3.897274399,-2.558886273,-3.015004521,1.997727649,2.152407016,1.083538902,0.657351877,0.273770839,-0.32538838,1.135906662,0.467045278,1.229369664,2.431737331,2.920366477,3.19472481,3.281647005,3.165684314,1.614896277,2.94186854,2.075591611,3.021138104,3.110893904,3.148073129,1.945540026,1.638799068,2.413762796,1.872459293,1.503378866,-2.239963132
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36788061,6.722704991,2.35362053,-0.519192439,3.881431966,6.996382927,5.615960924,5.605728368,4.125517328,4.174300539,4.968592836,5.090587715,1.905558009,-7.226150399,-1.092473909,0.146805607,-2.092972505,-0.169441845,0.065327718,3.279516762,4.223478737,4.688604235,3.730298166,3.430497562,-7.958640393
Haiti,HTI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-4.798356649,5.814875038,-3.774226846,-3.527852723,0.216236506,-2.467270436,-3.975502789,1.248471035,1.916909885,-1.126101468,4.668736186,-0.696174254,3.024012041,3.981208992,-0.680776664,6.411376184,1.690875226,4.058849542,5.296916292,5.034551717,-5.043424423,-5.796804802,-1.44950433,-2.015576795,-1.65995537,-2.667118311,-2.895139661,-1.867566125,-4.877365006,-0.974050306,-0.116246177,-7.132455362,-7.21609771,-13.59102167,7.879959813,2.255262166,0.870659383,0.38238206,0.927556836,-0.854830509,-2.013035093,-0.751074571,1.664314386,-2.837703656,1.947535378,0.11688383,3.896273082,0.871694909,4.66931252,-5.267845113,4.567196201,-0.924115994,1.600779521,1.947791782,0.224724405,0.367154616,0.959944659,0.380743939,-2.903169586,-4.555498183
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.026235553,-0.462665221,3.088168309,1.630917596,0.254472702,3.35112956,4.142033696,3.363403412,4.750944275,4.313090929,5.039960756,4.383084073,5.055229739,4.451147689,4.193132894,0.397591781,1.235394662,-6.55491152,1.350986876,2.226366856,-0.869998385,2.141630859,4.510099905,4.066661995,2.441866879,4.594487546,5.533427038,4.688663954,-4.748350156
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.314697329,1.127635426,2.278602843,5.628078953,3.772441219,2.743182225,1.920057181,3.847953027,5.534876237,5.068117094,3.981729478,4.286284687,4.927005365,3.596778354,2.42692377,3.98102764,2.510124382,1.68695462,2.862463111,2.858904988,0.473167579,1.010137611,-0.054254618,3.031838561,2.612787829,2.397055568,3.174466308,2.188787876,1.409100996,0.428849443,-0.318485686,0.159050037,2.262652953,2.168689206,2.65510731,4.100604867,3.925737139,1.292046077,2.462295184,4.659666169,2.440308342,3.458312967,4.830530504,6.574675727,6.115915842,7.194637989,7.924411137,4.91957433,1.895526487,6.798001482,5.384371235,4.31899003,4.331138851,3.82446402,3.446517758,3.690722693,4.250558616,3.91765739,3.130681322,-2.325932118
IDA & IBRD total,IBT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.049863394,1.403110378,2.325044159,5.148306383,3.491406076,2.145600565,0.865773443,3.497860832,5.663431303,5.472488313,3.968353955,3.582611187,4.541032399,3.725824084,1.653933708,3.817837081,2.364506482,1.212207853,2.60281339,2.532211526,-0.058938552,0.503964234,-0.531628305,2.531946633,2.398452761,2.111064971,2.847441227,2.047957116,1.164919195,0.387781447,-0.506512851,-0.058085328,1.756011563,1.683865672,2.347593554,3.784924528,3.496258955,1.095710547,2.149840487,4.219651395,2.230884769,3.233369808,4.456244155,6.181386797,5.72409183,6.709425199,7.390088196,4.538559991,1.757500039,6.339616116,4.902532377,3.948908147,4.063045635,3.577495814,3.054882213,3.25327031,3.841315599,3.543150714,2.74014841,-2.618998949
IDA total,IDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.318013267,3.207771331,2.632310515,2.366975759,1.848516216,-1.526074566,-5.939352602,1.174779968,6.715202442,8.453402366,3.945992689,-1.160017802,1.884484669,4.875957835,-3.718441891,2.941229701,1.688257377,-1.969145856,1.081121175,0.493066301,-3.821400062,-3.107116906,-3.944909586,-1.084209192,1.278333922,0.353825911,0.73286387,1.619815635,-0.110339303,1.282182161,-1.115622614,-0.850951361,-2.046589253,-1.913738087,0.729584359,2.116180995,0.520846715,0.771616046,0.534644155,1.278858985,2.056965219,2.954055522,2.502358787,4.090034129,3.673992091,3.625909397,3.763442399,2.717703058,2.898807214,3.722873958,1.892624555,2.214555692,3.647658652,3.484166348,1.233004426,0.938597344,1.994506019,2.336052879,1.495047501,-2.636869789
IDA blend,IDB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.014708378,1.835248838,5.323234967,2.57221473,3.046263978,-2.9438325,-10.48395685,-0.457210849,13.08703869,15.2391623,7.84519383,1.302005763,2.864871001,5.695549229,-4.951224856,3.330845718,2.058177057,-3.744285499,2.749379888,2.323184209,-7.332522256,-4.187086849,-6.056518767,-1.417978542,3.004849518,-0.207977696,0.761180393,3.358290652,0.143766779,3.59362848,-0.77200749,0.319289269,-2.831105762,-1.726188897,-0.648558525,1.984584696,-0.551484288,0.117207359,-0.393668598,1.208045227,1.92043446,4.672166514,2.688702254,5.063171596,3.513416509,3.321956514,3.294140711,1.678853925,3.4040635,3.565875475,2.264278812,2.162758427,3.268850094,3.461717591,1.482659906,-0.538289111,0.596332167,1.336920383,0.037644752,-3.168356103
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.985788898,-0.821874197,-4.806158573,0.791338117,-1.610445055,0.039260867,-1.339422335,7.94362249,3.975221897,4.711375925,4.221323815,4.262872669,5.334020175,4.912594044,2.359685445,4.264636767,6.138025986,4.228384883,4.799295375,7.318041868,5.431383069,-0.09015986,1.857985988,4.648166284,0.313874497,3.7422332,2.891931495,3.80170995,5.507034964,5.3479457,5.07105896,4.711831054,4.760224439,5.839520704,6.562205374,6.217928008,3.189871378,-14.35055602,-0.605436819,3.482210606,2.235179698,3.090635928,3.376532827,3.630908791,4.289591484,4.107514355,4.946468138,4.620033675,3.247328238,4.812273068,4.748318533,4.606485522,4.151428229,3.639072303,3.555062495,3.758837332,3.841197264,3.987824861,3.871444142,-3.10714219
IDA only,IDX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,2.590614972,1.348046311,2.038493728,-0.269078374,-4.110007631,0.518467905,3.632897477,-2.375212067,2.18287961,0.922703474,0.038660323,-1.312093714,-2.215011495,0.659004239,-2.03874809,-1.72142247,-0.881500467,-0.739604199,0.831960841,0.587362675,-0.514615096,-0.482053446,-1.471753441,-1.501145871,-2.159920937,-1.094020675,-2.090651891,2.307317684,2.250942479,1.662358969,1.435529925,1.497639084,1.353017943,2.221893525,1.243637736,2.355073874,3.119070777,3.865495829,3.949070121,4.238872629,3.764328577,2.359616454,3.807741448,1.445689785,2.212578426,3.974764095,3.455537816,0.942463892,2.416024227,3.364853192,3.294917673,2.923182642,-2.119800215
Isle of Man,IMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,-0.307538958,17.41942772,7.786897625,9.440550954,4.784297454,2.661790462,0.693917211,0.327559942,2.357252372,3.664760766,3.618960413,6.59026052,7.177993351,11.85663686,12.1140978,4.005340593,4.362370513,5.37147603,5.247445112,4.357238821,4.873880004,6.388248424,6.035028016,3.507028468,1.054545831,2.818757271,1.960347602,7.754378754,4.822480633,5.781287488,-0.079411014,6.870135285,2.451529311,1.65050423,,
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.670481843,0.860769633,3.836414097,5.249911832,-4.640156216,-2.116105383,5.59463359,1.226223207,4.269854858,2.864361485,-0.626350139,-2.815627958,0.919173975,-1.146912475,6.644905165,-0.653096224,4.82517744,3.322549402,-7.388101983,4.298982291,3.571275709,1.093955346,4.828035053,1.464367976,2.902381637,2.475166322,1.719486841,7.299419353,3.734376373,3.365072562,-0.98357369,3.390418193,2.706727295,4.606289449,5.529881349,5.53041633,2.12301449,4.248843461,6.89811623,2.021088595,3.027376664,2.064876099,6.0937051,6.193652699,6.231949735,6.403284237,6.04817415,1.587598304,6.351088271,7.04234767,3.893966041,4.165673052,5.135074506,6.186679513,6.796759064,7.082227583,5.665781149,5.433077451,2.992664406,-8.870731223
Not classified,INX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.266446659,4.918859,3.055224777,2.547204758,3.932441942,-0.12389908,6.755713973,5.676693651,1.708912979,1.899872486,2.122299159,1.321020581,-0.949006113,3.709680169,2.920733776,-0.473563622,4.652240783,5.668378039,6.23403883,8.375007046,1.345298886,2.640607465,2.180590599,5.339771411,9.073770228,6.526964461,9.907158276,7.628673291,9.283617826,7.950754193,3.641153981,4.126674296,1.3452015,4.851231497,3.457447315,2.188033451,2.304713677,-6.414123608,-6.05945253,1.202141007,0.628754225,-0.474980681,0.73518837,7.921896745,23.9990932,0.896822101,7.760441977,7.687745795,3.491900991,4.587090685
"Iran, Islamic Rep.",IRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,8.602108214,5.807368009,4.50121207,6.393983695,14.18102905,8.324814799,8.686550639,11.76531579,13.23023643,8.207917522,11.41161327,11.40208351,5.637506666,3.59062277,-5.142931259,13.77551156,-6.978733689,-16.72153397,-13.53558509,-29.98647547,-8.823492227,21.91515606,4.197180332,-12.40465231,-1.905864588,-13.70706497,-3.192717538,-8.80894062,2.653029652,10.71945013,9.838634055,0.935079748,-0.567478789,-2.883603804,0.865662467,3.757912251,-0.840971743,0.839720175,-0.356803444,4.482692788,-0.399535926,5.954625268,7.374448322,3.129949038,1.990106146,3.820526882,6.970579973,-0.839121843,-0.106537759,4.596441214,1.445848161,-8.553315151,-1.423453095,3.274967973,-2.611070513,11.86871536,2.327750916,-7.319910527,-8.036286274,0.35574163
Iraq,IRQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,-0.255217039,1.040637609,1.90302979,0.37057096,1.06974074,12.40607425,8.904340775,13.44590491,-1.316669064,13.42876324,17.23719963,21.15145772,-3.490876448,0.650760748,-15.32155463,-3.915574394,-0.92928898,2.319413537,6.970137728,-2.157085043,-5.299718104,53.9748229,-64.99236918,28.89399409,26.49321297,0.749098584,-0.971523645,7.635467529,17.52548298,30.74234421,14.0358774,13.46078754,-1.225551334,-10.86335891,-38.41822566,49.48028034,-0.625885621,3.622349736,0.195033168,6.418962303,1.283329328,3.652094696,4.104570252,9.77517248,3.515701426,-3.456831373,1.306943781,10.56009746,-4.218550368,-3.477925499,2.11704971,-12.39905204
Iceland,ISL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-2.012883033,6.324752321,8.337935834,7.979744982,5.527347379,6.910046042,-2.847474491,-6.758929123,1.427705267,,,,,,,,,,,,,,,,,,,,,,,,,,,4.004073369,4.908587599,6.219220123,2.784468611,3.557391044,2.64000021,-0.334077504,1.43779619,6.860105685,4.457828851,3.850348692,5.745281288,0.3264001,-7.978362405,-2.692847708,1.535147199,0.527304433,3.568175782,0.562209389,3.354145333,4.838299214,1.779410135,2.120301494,0.206935275,-7.999645528
Israel,ISR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,7.591413397,4.967778452,6.694102502,3.750537256,5.348250042,-2.588105573,-1.357410559,13.83666481,10.64465309,,,,,,,,,,,,,,,,,,,,,,,,,,,2.286852872,1.312928325,1.631502306,0.498254302,4.741981634,-2.232420091,-1.94591464,-0.685622931,2.375605555,2.015037123,3.743348599,3.880944017,1.185966615,-1.458426151,3.669065862,2.710587443,0.557237016,2.273413726,1.945078388,0.212807987,1.811032072,1.567289815,1.504795492,1.494161784,-4.164291433
